일련번호,차량번호,통과시각,파일경로,CODE,인식타임,경차여부,바닥밝기,유효,선택,숫자번호,번호판영역,촬영정보,번호판밝기,전기차,전기차2,번호판밝기2
,"30오1777","20180904180140886","C:\Img\2018\09\04\180140886S_1777.jpg","01","63",,"51(51)",,"1","301777","(651, 422), W:265, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","143(43/183)",,,
,"46거4700","20180904180210524","C:\Img\2018\09\04\180210524S_4700.jpg","01","57",,"51(51)",,"1","464700","(519, 436), W:267, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","123(38/169)",,,
,"13라4124","20180904180220055","C:\Img\2018\09\04\180220055S_4124.jpg","01","74",,"51(51)",,"1","134124","(683, 428), W:273, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","144(41/187)",,,
,"55조6923","20180904180241128","C:\Img\2018\09\04\180241128S_6923.jpg","01","96",,"50(50)",,"1","556923","(569, 398), W:253, H:61","GigE 631164 / 1/500S / Gain 70 /FR 52.0","124(41/159)",,,
,"95도7650","20180904180256441","C:\Img\2018\09\04\180256441S_7650.jpg","01","48",,"50(50)",,"1","957650","(555, 320), W:259, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","121(39/160)",,,
,"15로2140","20180904180306091","C:\Img\2018\09\04\180306091S_2140.jpg","01","67",,"50(50)",,"1","152140","(669, 414), W:263, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","139(40/181)",,,
,"33나8980","20180904180312917","C:\Img\2018\09\04\180312917S_8980.jpg","01","118",,"49(49)",,"1","338980","(639, 310), W:275, H:71","GigE 631164 / 1/500S / Gain 70 /FR 52.0","121(35/167)",,,
,"30보5450","20180904180317999","C:\Img\2018\09\04\180317999S_5450.jpg","01","90",,"51(51)",,"1","305450","(601, 402), W:245, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","110(36/154)",,,
,"18누5226","20180904180332357","C:\Img\2018\09\04\180332357S_5226.jpg","01","70",,"52(52)",,"1","185226","(593, 430), W:257, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","127(41/164)",,,
,"59나2793","20180904180434499","C:\Img\2018\09\04\180434499S_2793.jpg","01","75",,"50(50)",,"1","592793","(435, 440), W:247, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","114(37/148)",,,
,"42거4370","20180904180455972","C:\Img\2018\09\04\180455972S_4370.jpg","01","68",,"50(50)",,"1","424370","(681, 440), W:267, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","138(42/182)",,,
,"36무6799","20180904180620981","C:\Img\2018\09\04\180620981S_6799.jpg","01","72",,"51(51)",,"1","366799","(647, 432), W:257, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","125(39/162)",,,
,"67주3005","20180904180650421","C:\Img\2018\09\04\180650421S_3005.jpg","01","57",,"50(50)",,"1","673005","(695, 440), W:259, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","138(42/180)",,,
,"08하1565","20180904180706066","C:\Img\2018\09\04\180706066S_1565.jpg","01","75",,"52(52)",,"1","081565","(535, 462), W:253, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","118(39/159)",,,
,"54거5228","20180904180820777","C:\Img\2018\09\04\180820777S_5228.jpg","01","69",,"49(49)",,"1","545228","(557, 434), W:255, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","118(38/159)",,,
,"울산80머3330","20180904180833722","C:\Img\2018\09\04\180833722S_3330.jpg","01","78",,"49(49)",,"1","803330","(586, 408), W:182, H:97","GigE 631164 / 1/500S / Gain 70 /FR 52.0","59(35/113)",,,
,"36무6260","20180904180841549","C:\Img\2018\09\04\180841549S_6260.jpg","01","59",,"51(51)",,"1","366260","(579, 428), W:261, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","117(38/159)",,,
,"62소9048","20180904180856822","C:\Img\2018\09\04\180856822S_9048.jpg","01","75",,"49(49)",,"1","629048","(415, 430), W:241, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","109(37/142)",,,
,"35머8478","20180904180933422","C:\Img\2018\09\04\180933422S_8478.jpg","01","73",,"50(50)",,"1","358478","(599, 446), W:259, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","115(40/156)",,,
,"63더6558","20180904180954012","C:\Img\2018\09\04\180954012S_6558.jpg","01","84",,"50(50)",,"1","636558","(585, 464), W:263, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","130(44/173)",,,
,"49러0494","20180904181002567","C:\Img\2018\09\04\181002567S_0494.jpg","01","91",,"49(49)",,"1","490494","(641, 416), W:215, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","129(43/181)",,,
,"66너1604","20180904181011728","C:\Img\2018\09\04\181011728S_1604.jpg","01","95",,"50(50)",,"1","661604","(637, 444), W:257, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","131(42/165)",,,
,"05고7611","20180904181032125","C:\Img\2018\09\04\181032125S_7611.jpg","01","74",,"51(51)",,"1","057611","(483, 428), W:239, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","118(37/152)",,,
,"17라2809","20180904181042316","C:\Img\2018\09\04\181042316S_2809.jpg","01","78",,"50(50)",,"1","172809","(563, 433), W:191, H:98","GigE 631164 / 1/500S / Gain 70 /FR 52.0","70(38/145)",,,
,"42거4954","20180904181058263","C:\Img\2018\09\04\181058263S_4954.jpg","01","67",,"50(50)",,"1","424954","(639, 432), W:253, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","120(39/159)",,,
,"07가6511","20180904181122831","C:\Img\2018\09\04\181122831S_6511.jpg","01","77",,"51(51)",,"1","076511","(617, 418), W:245, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","123(38/159)",,,
,"25너0803","20180904181156104","C:\Img\2018\09\04\181156104S_0803.jpg","01","58",,"50(50)",,"1","250803","(599, 462), W:265, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","128(41/172)",,,
,"38버8316","20180904181258701","C:\Img\2018\09\04\181258701S_8316.jpg","01","83",,"49(49)",,"1","388316","(447, 418), W:253, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","109(37/149)",,,
,"18누8593","20180904181311607","C:\Img\2018\09\04\181311607S_8593.jpg","01","67",,"48(48)",,"1","188593","(561, 374), W:253, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","125(38/164)",,,
,"67무3884","20180904181419469","C:\Img\2018\09\04\181419469S_3884.jpg","01","63",,"48(48)",,"1","673884","(469, 434), W:253, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","114(38/152)",,,
,"09무1791","20180904181424470","C:\Img\2018\09\04\181424470S_1791.jpg","01","121",,"50(50)",,"1","091791","(599, 422), W:251, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","135(44/168)",,,
,"64어5123","20180904181433469","C:\Img\2018\09\04\181433469S_5123.jpg","01","117",,"50(50)",,"1","645123","(467, 464), W:247, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","121(41/156)",,,
,"35하6351","20180904181439283","C:\Img\2018\09\04\181439283S_6351.jpg","01","92",,"50(50)",,"1","356351","(507, 430), W:245, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","125(42/161)",,,
,"50고8038","20180904181513032","C:\Img\2018\09\04\181513032S_8038.jpg","01","63",,"48(48)",,"1","508038","(573, 434), W:261, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","117(38/166)",,,
,"14우5983","20180904181516981","C:\Img\2018\09\04\181516981S_5983.jpg","01","70",,"49(49)",,"1","145983","(563, 484), W:265, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","130(40/173)",,,
,"45도4549","20180904181532446","C:\Img\2018\09\04\181532446S_4549.jpg","01","68",,"48(48)",,"1","454549","(487, 336), W:251, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","114(38/149)",,,
,"23머4823","20180904181537326","C:\Img\2018\09\04\181537326S_4823.jpg","01","66",,"49(49)",,"1","234823","(595, 424), W:251, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","122(40/163)",,,
,"61버9025","20180904181608543","C:\Img\2018\09\04\181608543S_9025.jpg","01","57",,"48(48)",,"1","619025","(581, 432), W:259, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","123(40/160)",,,
,"88고3350","20180904181631137","C:\Img\2018\09\04\181631137S_3350.jpg","01","97",,"48(48)",,"1","883350","(613, 408), W:273, H:71","GigE 631164 / 1/500S / Gain 70 /FR 52.0","141(44/191)",,,
,"43부4669","20180904181640291","C:\Img\2018\09\04\181640291S_4669.jpg","01","104",,"48(48)",,"1","434669","(645, 424), W:255, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","117(38/158)",,,
,"38부2729","20180904181727297","C:\Img\2018\09\04\181727297S_2729.jpg","01","65",,"48(48)",,"1","382729","(621, 438), W:253, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","114(38/150)",,,
,"08가7796","20180904181737057","C:\Img\2018\09\04\181737057S_7796.jpg","01","52",,"49(49)",,"1","087796","(641, 385), W:203, H:104","GigE 631164 / 1/500S / Gain 70 /FR 52.0","64(35/142)",,,
,"12너5552","20180904181820848","C:\Img\2018\09\04\181820848S_5552.jpg","01","61",,"48(48)",,"1","125552","(585, 426), W:257, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","119(35/160)",,,
,"18주8403","20180904181848168","C:\Img\2018\09\04\181848168S_8403.jpg","01","92",,"49(49)",,"1","188403","(567, 402), W:235, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","104(36/135)",,,
,"48보3946","20180904181859107","C:\Img\2018\09\04\181859107S_3946.jpg","01","95",,"49(49)",,"1","483946","(549, 400), W:247, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","109(39/146)",,,
,"16무9688","20180904181915659","C:\Img\2018\09\04\181915659S_9688.jpg","01","68",,"49(49)",,"1","169688","(549, 422), W:263, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","126(39/169)",,,
,"68모9667","20180904181922594","C:\Img\2018\09\04\181922594S_9667.jpg","01","66",,"48(48)",,"1","689667","(609, 430), W:271, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","132(43/173)",,,
,"40모9996","20180904182010947","C:\Img\2018\09\04\182010947S_9996.jpg","01","55",,"47(47)",,"1","409996","(663, 420), W:269, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","131(39/180)",,,
,"69두6492","20180904182017868","C:\Img\2018\09\04\182017868S_6492.jpg","01","45",,"48(48)",,"1","696492","(643, 412), W:265, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","125(37/165)",,,
,"65부5853","20180904182022674","C:\Img\2018\09\04\182022674S_5853.jpg","01","72",,"48(48)",,"1","655853","(709, 434), W:263, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","118(37/163)",,,
,"18다4074","20180904182028565","C:\Img\2018\09\04\182028565S_4074.jpg","01","68",,"48(48)",,"1","184074","(627, 394), W:253, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","128(41/165)",,,
,"55머8486","20180904182038160","C:\Img\2018\09\04\182038160S_8486.jpg","01","51",,"47(47)",,"1","558486","(591, 410), W:267, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","112(36/158)",,,
,"09부1542","20180904182043200","C:\Img\2018\09\04\182043200S_1542.jpg","01","47",,"47(47)",,"1","091542","(639, 440), W:253, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","120(36/158)",,,
,"06너3720","20180904182050173","C:\Img\2018\09\04\182050173S_3720.jpg","01","61",,"48(48)",,"1","063720","(665, 420), W:261, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","119(36/159)",,,
,"24고7344","20180904182056759","C:\Img\2018\09\04\182056759S_7344.jpg","01","45",,"48(48)",,"1","247344","(555, 414), W:259, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","125(38/167)",,,
,"65모2661","20180904182108168","C:\Img\2018\09\04\182108168S_2661.jpg","01","61",,"47(47)",,"1","652661","(711, 416), W:273, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","152(45/190)",,,
,"66너1184","20180904182136268","C:\Img\2018\09\04\182136268S_1184.jpg","01","57",,"48(48)",,"1","661184","(609, 424), W:261, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","123(39/157)",,,
,"08하1565","20180904182142320","C:\Img\2018\09\04\182142320S_1565.jpg","01","69",,"49(49)",,"1","081565","(527, 456), W:251, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","114(37/153)",,,
,"37소0806","20180904182149218","C:\Img\2018\09\04\182149218S_0806.jpg","01","69",,"48(48)",,"1","370806","(561, 458), W:257, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","114(42/154)",,,
,"15머1143","20180904182156700","C:\Img\2018\09\04\182156700S_1143.jpg","01","70",,"47(47)",,"1","151143","(887, 430), W:299, H:77","GigE 631164 / 1/500S / Gain 70 /FR 52.0","122(44/151)",,,
,"18다4213","20180904182202856","C:\Img\2018\09\04\182202856S_4213.jpg","01","70",,"48(48)",,"1","184213","(603, 434), W:257, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","128(40/166)",,,
,"47수7911","20180904182212685","C:\Img\2018\09\04\182212685S_7911.jpg","01","62",,"48(48)",,"1","477911","(481, 470), W:245, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","128(38/159)",,,
,"50누7929","20180904182224408","C:\Img\2018\09\04\182224408S_7929.jpg","01","56",,"47(47)",,"1","507929","(591, 440), W:255, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","125(37/160)",,,
,"64마1672","20180904182232264","C:\Img\2018\09\04\182232264S_1672.jpg","01","56",,"48(48)",,"1","641672","(697, 424), W:281, H:77","GigE 631164 / 1/500S / Gain 70 /FR 52.0","155(51/196)",,,
,"01어3325","20180904182238260","C:\Img\2018\09\04\182238260S_3325.jpg","01","62",,"47(47)",,"1","013325","(609, 404), W:203, H:103","GigE 631164 / 1/500S / Gain 70 /FR 52.0","69(36/150)",,,
,"13서1725","20180904182243926","C:\Img\2018\09\04\182243926S_1725.jpg","01","69",,"49(49)",,"1","131725","(651, 408), W:255, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","134(42/170)",,,
,"15주5950","20180904182316923","C:\Img\2018\09\04\182316923S_5950.jpg","01","67",,"47(47)",,"1","155950","(523, 448), W:237, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","108(34/143)",,,
,"28다8764","20180904182322872","C:\Img\2018\09\04\182322872S_8764.jpg","01","72",,"48(48)",,"1","288764","(729, 462), W:275, H:73","GigE 631164 / 1/500S / Gain 70 /FR 52.0","136(40/180)",,,
,"15다7875","20180904182429145","C:\Img\2018\09\04\182429145S_7875.jpg","01","79",,"47(47)",,"1","157875","(613, 412), W:249, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","119(37/156)",,,
,"52하6503","20180904182433918","C:\Img\2018\09\04\182433918S_6503.jpg","01","70",,"46(46)",,"1","526503","(497, 434), W:253, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","129(45/164)",,,
,"39고1515","20180904182442782","C:\Img\2018\09\04\182442782S_1515.jpg","01","70",,"47(47)",,"1","391515","(689, 426), W:263, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","136(40/176)",,,
,"50다8338","20180904182448082","C:\Img\2018\09\04\182448082S_8338.jpg","01","59",,"48(48)",,"1","508338","(533, 428), W:251, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","114(39/156)",,,
,"30조0712","20180904182452938","C:\Img\2018\09\04\182452938S_0712.jpg","01","81",,"46(46)",,"1","300712","(619, 420), W:257, H:71","GigE 631164 / 1/500S / Gain 70 /FR 52.0","126(38/163)",,,
,"51도8800","20180904182458618","C:\Img\2018\09\04\182458618S_8800.jpg","01","73",,"48(48)",,"1","518800","(605, 410), W:259, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","120(38/160)",,,
,"63더6619","20180904182507585","C:\Img\2018\09\04\182507585S_6619.jpg","01","62",,"47(47)",,"1","636619","(707, 400), W:269, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","140(43/178)",,,
,"13우7707","20180904182519584","C:\Img\2018\09\04\182519584S_7707.jpg","01","55",,"48(48)",,"1","137707","(599, 448), W:249, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","120(39/151)",,,
,"13우7707","20180904182551911","C:\Img\2018\09\04\182551911S_7707.jpg","01","51",,"48(48)",,"1","137707","(627, 434), W:247, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","120(39/151)",,,
,"20소4001","20180904182613768","C:\Img\2018\09\04\182613768S_4001.jpg","01","67",,"47(47)",,"1","204001","(587, 422), W:247, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","120(42/158)",,,
,"18다4459","20180904182648894","C:\Img\2018\09\04\182648894S_4459.jpg","01","75",,"47(47)",,"1","184459","(651, 444), W:259, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","137(46/177)",,,
,"61누3893","20180904182655884","C:\Img\2018\09\04\182655884S_3893.jpg","01","51",,"48(48)",,"1","613893","(755, 424), W:285, H:71","GigE 631164 / 1/500S / Gain 70 /FR 52.0","147(46/182)",,,
,"56호6659","20180904182727549","C:\Img\2018\09\04\182727549S_6659.jpg","01","51",,"48(48)",,"1","566659","(557, 430), W:257, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","123(38/167)",,,
,"41루3975","20180904182733155","C:\Img\2018\09\04\182733155S_3975.jpg","01","52",,"46(46)",,"1","413975","(625, 388), W:271, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","130(40/169)",,,
,"39마7004","20180904182739227","C:\Img\2018\09\04\182739227S_7004.jpg","01","49",,"47(47)",,"1","397004","(545, 396), W:263, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","128(42/172)",,,
,"29거1921","20180904182744035","C:\Img\2018\09\04\182744035S_1921.jpg","01","74",,"48(48)",,"1","291921","(497, 458), W:249, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","125(39/159)",,,
,"33버8797","20180904182748365","C:\Img\2018\09\04\182748365S_8797.jpg","01","68",,"46(46)",,"1","338797","(625, 414), W:201, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","116(42/165)",,,
,"34무6361","20180904182758787","C:\Img\2018\09\04\182758787S_6361.jpg","01","54",,"48(48)",,"1","346361","(549, 424), W:247, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","117(37/156)",,,
,"38버8596","20180904182803471","C:\Img\2018\09\04\182803471S_8596.jpg","01","55",,"47(47)",,"1","388596","(541, 426), W:261, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","114(40/161)",,,
,"47더2979","20180904182810283","C:\Img\2018\09\04\182810283S_2979.jpg","01","82",,"46(46)",,"1","472979","(625, 412), W:253, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","123(40/156)",,,
,"38부4655","20180904182907480","C:\Img\2018\09\04\182907480S_4655.jpg","01","65",,"46(46)",,"1","384655","(609, 418), W:249, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","115(38/152)",,,
,"20더3418","20180904182933312","C:\Img\2018\09\04\182933312S_3418.jpg","01","52",,"47(47)",,"1","203418","(619, 408), W:271, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","139(41/186)",,,
,"울산80노6292","20180904182940566","C:\Img\2018\09\04\182940566S_6292.jpg","01","90",,"49(49)",,"1","806292","(813, 360), W:219, H:111","GigE 631164 / 1/500S / Gain 70 /FR 52.0","85(65/150)",,,
,"14고0315","20180904182946543","C:\Img\2018\09\04\182946543S_0315.jpg","01","64",,"46(46)",,"1","140315","(687, 542), W:269, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","134(39/174)",,,
,"55머8266","20180904183002715","C:\Img\2018\09\04\183002715S_8266.jpg","01","66",,"46(46)",,"1","558266","(659, 476), W:267, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","121(38/165)",,,
,"19오2782","20180904183022323","C:\Img\2018\09\04\183022323S_2782.jpg","01","57",,"47(47)",,"1","192782","(595, 412), W:257, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","127(38/167)",,,
,"10수5305","20180904183026340","C:\Img\2018\09\04\183026340S_5305.jpg","01","47",,"46(46)",,"1","105305","(515, 324), W:255, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","108(35/144)",,,
,"64두4999","20180904183047683","C:\Img\2018\09\04\183047683S_4999.jpg","01","41",,"47(47)",,"1","644999","(619, 418), W:203, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","125(43/172)",,,
,"66저1356","20180904183054787","C:\Img\2018\09\04\183054787S_1356.jpg","01","53",,"46(46)",,"1","661356","(727, 400), W:289, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","146(40/190)",,,
,"42고8443","20180904183100515","C:\Img\2018\09\04\183100515S_8443.jpg","01","69",,"46(46)",,"1","428443","(635, 340), W:277, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","136(43/177)",,,
,"17거7760","20180904183107051","C:\Img\2018\09\04\183107051S_7760.jpg","01","46",,"46(46)",,"1","177760","(683, 404), W:217, H:105","GigE 631164 / 1/500S / Gain 70 /FR 52.0","57(35/129)",,,
,"16노8279","20180904183112856","C:\Img\2018\09\04\183112856S_8279.jpg","01","94",,"45(45)",,"1","168279","(545, 438), W:257, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","133(41/171)",,,
,"30서9595","20180904183119130","C:\Img\2018\09\04\183119130S_9595.jpg","01","93",,"47(47)",,"1","309595","(635, 430), W:273, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","124(41/162)",,,
,"04어6284","20180904183203252","C:\Img\2018\09\04\183203252S_6284.jpg","01","56",,"47(47)",,"1","046284","(629, 434), W:265, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","127(39/171)",,,
,"33너4356","20180904183234162","C:\Img\2018\09\04\183234162S_4356.jpg","01","48",,"45(45)",,"1","334356","(613, 310), W:205, H:103","GigE 631164 / 1/500S / Gain 70 /FR 52.0","71(35/148)",,,
,"울산80노8382","20180904183320275","C:\Img\2018\09\04\183320275S_8382.jpg","01","66",,"45(45)",,"1","808382","(696, 354), W:192, H:101","GigE 631164 / 1/500S / Gain 70 /FR 52.0","73(44/148)",,,
,"32소8256","20180904183325695","C:\Img\2018\09\04\183325695S_8256.jpg","01","117",,"46(46)",,"1","328256","(643, 458), W:259, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","135(43/180)",,,
,"68마5425","20180904183332761","C:\Img\2018\09\04\183332761S_5425.jpg","01","84",,"47(47)",,"1","685425","(729, 414), W:283, H:71","GigE 631164 / 1/500S / Gain 70 /FR 52.0","145(47/189)",,,
,"14구9936","20180904183341745","C:\Img\2018\09\04\183341745S_9936.jpg","01","54",,"46(46)",,"1","149936","(595, 432), W:275, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","137(42/177)",,,
